"ejercicio_presupuestario","Trimestre","finalidad_id","finalidad_desc","funcion_id","funcion_desc","jurisdiccion_id","jurisdiccion_desc","subjurisdiccion_id","subjurisdiccion_desc","servicio_id","servicio_desc","programa_id","programa_desc","subprograma_id","subprograma_desc",tipo_medicion,"medicion_fisica_id","medicion_fisica_desc","unidad_medida_id","unidad_medida_desc","totalizador_avance_fisico","programacion_inicial","programacion_inicial_ajustada","ejecutado_vigente_trim4","ejecutado_acumulado_trim4","causa_desvio","causa_desvio_detalle","ultima_actualizacion_fecha"
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",902,"Hospital Nacional en Red Especializado en Salud Mental y Adicciones ""Licenciada Laura Bonaparte""",52,"Asistencia Integral y Prevención en Drogadicción",0,"Asistencia Integral y Prevención en Drogadicción","Meta",2837,"Asistencia a Internados de Tiempo Completo",190,"Paciente Asistido","Promedio",180,170,177,178,"Otras Causas","se asistió a 188 pacientes frente a una meta fijada de 170. En relación con el desvío observado, su incremento se debe a un mayor movimiento de pacientes en la internación aguda y un proceso de reordenamiento en relación con la disponibilidad de camas a fin de favorecer esta demanda específica.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",902,"Hospital Nacional en Red Especializado en Salud Mental y Adicciones ""Licenciada Laura Bonaparte""",52,"Asistencia Integral y Prevención en Drogadicción",0,"Asistencia Integral y Prevención en Drogadicción","Meta",2839,"Asistencia para la Reinserción Social (Casa de Medio Camino)",190,"Paciente Asistido","Promedio",8,8,0,0,"Otras Causas","no se han ingresado pacientes durante este trimestre, no cumpliendo la meta programada de un promedio de 8 pacientes asistidos. En relación con lo observado el mismo se debe a la suspensión provisoria de dicho dispositivo.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",902,"Hospital Nacional en Red Especializado en Salud Mental y Adicciones ""Licenciada Laura Bonaparte""",52,"Asistencia Integral y Prevención en Drogadicción",0,"Asistencia Integral y Prevención en Drogadicción","Meta",3594,"Asistencia Financiera para la Inserción Social",190,"Paciente Asistido","Promedio",25,25,26,28,"Otras Causas","se ha dado asistencia financiera a un promedio de 28 Pacientes Asistidos en dicho trimestre, superando la meta de prevista de 25. Esto es debido a la decisión de impulsar el programa para alcanzar a mayor cantidad de pacientes.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Avance Financiero",1,"Avance Financiero de Proyecto",887,"Pesos","Suma",,,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",,,0,4,"Otras Causas","En el presente ejercicio se solicitó la apertura programtica de proyecto y obra dade que al cierre del ejercicio 2018 por problemas administrativos no se pudo devengar la factura correspondiente a los 288.900,00.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Avance Fisico",1,"Avance Físico de Proyecto",506,"% de Avance Físico","Suma",,,0,0,"Otras Causas","La apertura de proyectos en el presente ejercicio bajo DI-2019-196-APN-ONP#MHA, EX-2019-38136976-APN-DACMSYG#HNDBS//CI:1010/2019, se debió a la cesión de crédito del Ministerio de Salud y Desarrollo Social.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Meta",130,"Atención de Pacientes Internados",489,"Egreso","Suma",1.250,1.250,326,1.217,"Otras Causas","Es un desvío poco significativo dado la readecuacion de las metas programadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Meta",144,"Atención de Pacientes Ambulatorios",74,"Consulta Médica","Suma",200.000,200.000,45.120,195.447,"Otras Causas","Se supero la meta.Es un desvío poco significativo dado la readecuacion de las metas programadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Meta",2234,"Intervenciones Quirúrgicas",1034,"Procedimiento Realizado","Suma",2.000,2.000,550,2.102,"Otras Causas","Se supero la meta.Es un desvío poco significativo dado la readecuacion de las metas programadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Meta",2559,"Atención de Pacientes Ambulatorios en Centros de Atención Primaria",74,"Consulta Médica","Suma",32.000,32.000,6.243,26.285,"Otras Causas","Se supero la meta.Es un desvío poco significativo dado la readecuacion de las metas programadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Meta",2560,"Alojamiento de Personas en Casas del Hospital - Ley 22.964",1171,"Persona Alojada","Promedio",200,200,198,202,"Otras Causas","Se supero la meta.Es un desvío poco significativo dado la readecuacion de las metas programadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",903,"Hospital Nacional Dr. Baldomero Sommer",53,"Atención de Pacientes",0,"Atención de Pacientes","Meta",2561,"Internación de Pacientes en Salas - Ley 22.964",140,"Paciente Internado","Promedio",48,48,51,48,"Otras Causas","Se supero la meta.Es un desvío poco significativo dado la readecuacion de las metas programadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2127,"Control de Calidad de Productos",512,"Producto Analizado","Suma",700,2.100,0,1.693,"Otras Causas","El desvío positivo se debe al mayor número de muestras analizadas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2128,"Control de Calidad de Establecimientos",511,"Establecimiento Inspeccionado","Suma",350,298,0,171,"Otras Causas","El desvio negativo responde a la menor demanda en inspecciones de: *Fiscalizacion de manejo de sustancias sujetas a control especial *Buenas practicas de laboratorio de productos nacionales e importados ( programas de fiscalización/ sospecha/ peritajes técnicos) *Buenas practicas de manufactura, medicamentos e IFA´s, gases medicinales, plantas locales y plantas elaboradoras de productos farmaceuticos citas en países extranjeros.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2128,"Control de Calidad de Establecimientos",1005,"Inspección de Buenas Prácticas Clínicas Realizada","Suma",30,30,0,20,"Otras Causas","El desvío positivo responde a la mayor demanda en inspecciones de buenas practicas clínicas realizadas (inspeccion solicitada por el centro Fase I / Bioequivalencia, durante el primer trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2129,"Autorización de Productos",510,"Producto Autorizado","Suma",2.500,2.220,0,1.450,"Otras Causas","El desvio negativo responde a la menor demanda en autorizaciones de productos de medicamentos( registro de productos y autorizacion de modificaciones del registro)",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2129,"Autorización de Productos",1006,"Autorización de Comercialización Otorgada","Suma",300,324,0,228,"Otras Causas","El desvío positivo en este trimestre, responde a la mayor demanda en Autorizaciones de Productos de Comercialización de 1° lote.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2129,"Autorización de Productos",1007,"Autorización de Buenas Prácticas Clínicas Otorgada","Suma",200,160,0,126,"Otras Causas","El desvío positivo responde a la mayor demanda en ensayos clínicos autorizados/denegados/desistidos, durante el primer trimestre.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",2130,"Habilitación de Establecimientos",509,"Establecimiento Habilitado","Suma",65,65,0,36,"Otras Causas","El desvío negativo responde a la menor demanda en habilitación/modificación de estructura y baja de establecimientos.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",3242,"Desarrollo de Sustancias de Referencia",1568,"Sustancia Desarrollada","Suma",8,11,0,7,"Otras Causas","El desvío negativo responde a la falta de ingreso de proyecto de disposición de alta de una nueva Sustancia de Referencia.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1694,"Autorización de Importación Otorgada","Suma",22.800,23.340,0,20.012,"Otras Causas","El desvío positivo responde a la mayor demanda en importaciones de medicamentos. Solicitud de libre tránsito, donaciones, productos para investigación, solicitud de no intervención. Autorización de importación de sustancias controladas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1695,"Autorización de Exportación Otorgada","Suma",1.500,2.210,0,1.512,"Otras Causas","El desvío positivo responde a la mayor demanda en exportaciones de sustancias controladas.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",3540,"Autorización de Comercialización de Psicotrópicos y Estupefacientes",1696,"Vale Entregado","Suma",1.400,1.560,0,1.042,"Otras Causas","El desvío positivo responde a la mayor demanda en certificados entregados.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",1,"Control y Fiscalización de Medicamentos y Productos para Diagnóstico","Meta",3541,"Generación de Certificados de Buenas Prácticas de Medicamentos",1697,"Certificado Entregado","Suma",5.300,5.300,0,4.581,"Otras Causas","El desvio positivo responde a la mayor demanda en certificado entregado/baja de buenas practicas de medicamentos.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",354,"Capacitación",89,"Persona Capacitada","Suma",6.000,6.000,0,3.982,"Otras Causas","El desvío positivo se debe a la mayor demanda en actividades de capacitación.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",2127,"Control de Calidad de Productos",512,"Producto Analizado","Suma",20.000,7.000,0,4.061,"Otras Causas","El desvío negativo responde a una menor solicitud de análisis de laboratorio en el marco de los programas de monitoreo y los solicitados por organismos oficiales y empresas, debido a la reformulación en curso del Programa de Monitoreo de productos importados por parte de las áreas encargadas de realizarlas y disminución de la demanda de otros organismos.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",2128,"Control de Calidad de Establecimientos",511,"Establecimiento Inspeccionado","Suma",1.800,600,0,486,"Otras Causas","El desvío positivo responde a un mayor requerimiento de auditorías sanitarias programadas en el marco de los programas de monitoreo, una mayor participación en procedimientos a solicitud de otros organismos y de auditorías sanitarias a solicitud de los interesados (no programadas). Esto se debe a la implementación del Plan Integral de Fiscalización de Establecimientos, Productos Alimenticios y Materiales en contacto con Alimentos en el marco del ¿Programa Federal de Control de Alimentos¿ (PCFA), a través de la Disposición ANMAT 10873-E/2017.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",2129,"Autorización de Productos",510,"Producto Autorizado","Suma",9.300,9.300,0,6.237,"Otras Causas","El desvío negativo responde a una menor demanda durante el segundo trimestre de solicitudes de inscripciones de autorizacion de productos alimenticios y suplementos dietarios a traves de SIFeGA",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",2130,"Habilitación de Establecimientos",509,"Establecimiento Habilitado","Suma",180,180,0,134,"Otras Causas","El desvío negativo responde a una menor solicitud de modificaciones/actualizaciones de RNE (Registro Nacional de Establecimientos) a la estimada, relacionado a que luego de la implementación de la plataforma digital SIFeGA y a la simplificación de los procedimientos a través de la Disposición 1675/2014, la mayoría de las empresas importadoras ya se han actualizado e incorporado al sistema digital. Asimismo, cabe señalar que en la implementación de los objetivos de simplificación de la Administración establece por Disposición ANMAT 10100-E/2017 no otorgar más RNE de exportación.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1694,"Autorización de Importación Otorgada","Suma",105.600,35.200,0,32.330,"Otras Causas","El desvío positivo responde a la alta demanda de autorizaciones de importación de alimentos importados y a la notificación de las autorizaciones de exportación debido a la implementación de la Disposición ANMAT 10174-E/2017 y 10100-E/2017",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",2,"Control y Fiscalización de Alimentos","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1695,"Autorización de Exportación Otorgada","Suma",155.700,51.900,0,47.181,"Otras Causas","El desvío positivo responde a la alta demanda de autorizaciones de importación de alimentos importados y a la notificación de las autorizaciones de exportación debido a la implementación de la Disposición ANMAT 10174-E/2017 y 10100-E/2017",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",3,"Control y Fiscalización de Productos Médicos","Meta",2128,"Control de Calidad de Establecimientos",511,"Establecimiento Inspeccionado","Suma",900,850,0,447,"Otras Causas","El desvío negativo responde a la notable baja de solicitudes y a la reducción en el cuerpo de inspectores, esto tambien impacta en la Meta Establecimiento Habilitado.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",3,"Control y Fiscalización de Productos Médicos","Meta",2129,"Autorización de Productos",510,"Producto Autorizado","Suma",6.200,6.500,0,4.480,"Otras Causas","El desvío negativo responde a la menor demanda en Autorización de Productos.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",3,"Control y Fiscalización de Productos Médicos","Meta",2130,"Habilitación de Establecimientos",509,"Establecimiento Habilitado","Suma",850,750,0,318,"Otras Causas","El desvío negativo responde a la notable baja de solicitudes y a la reducción en el cuerpo de inspectores, esto tambien impacta en la Meta Establecimiento Inspeccionado.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",3,"Control y Fiscalización de Productos Médicos","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1694,"Autorización de Importación Otorgada","Suma",28.000,27.000,0,20.597,"Otras Causas","El desvío negativo responde a que las Autorizaciones de importación/exportación, surgen de las solicitudes presentadas y por lo tanto es un trámite a demanda, por lo cual es difícil estimar el valor exacto.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",3,"Control y Fiscalización de Productos Médicos","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1695,"Autorización de Exportación Otorgada","Suma",500,600,0,403,"Otras Causas","El desvío negativo responde a que las Autorizaciones de importación/exportación, surgen de las solicitudes presentadas y por lo tanto es un trámite a demanda, por lo cual es difícil estimar el valor exacto.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",4,"Fiscalización de Cosméticos y Productos de Uso Doméstico y Control de Mercado de Medicamentos y Productos Médicos","Meta",2128,"Control de Calidad de Establecimientos",511,"Establecimiento Inspeccionado","Suma",1.430,2.120,0,848,"Otras Causas","El desvío negativo responde a la menor demanda en Inspecciones de Buenas Prácticas de Manufactura y Fiscalización de Cosméticos y Prod. de Uso Doméstico. Además, baja demanda en Inspecciones de Almacenamiento, Distribución y Transporte y Habilitaciones de Droguerías y Distribuidoras, como así tambien en Inspecciones de verificación de Legitimidad y Fiscalizaciones de control de Mercado de Medicamentos.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",4,"Fiscalización de Cosméticos y Productos de Uso Doméstico y Control de Mercado de Medicamentos y Productos Médicos","Meta",2129,"Autorización de Productos",510,"Producto Autorizado","Suma",8.260,9.260,0,5.891,"Otras Causas","El desvío negativo responde a la menor demanda en la Admisión de Cosméticos Grado I, en Registro de Productos de Uso Doméstico Riesgo I y Riesgo II y en Reinscripción de productos Uso Doméstico Riesgo I y Riesgo II. además, menor demanda en Autorización de productos de Higiene Oral de Uso Odontológico.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",904,"Administración Nacional de Medicamentos, Alimentos y Tecnología Médica",54,"Control y Fiscalización de Medicamentos, Alimentos, Productos Médicos, Cosméticos y Productos de Uso Doméstico",4,"Fiscalización de Cosméticos y Productos de Uso Doméstico y Control de Mercado de Medicamentos y Productos Médicos","Meta",3539,"Autorización Sanitaria de Comercio Exterior",1694,"Autorización de Importación Otorgada","Suma",13.130,12.125,0,7.733,"Otras Causas","El desvío negativo responde a la menor demanda en Autorización de importación, Testimonio de Exportación y Libre Tránsito de Cosméticos. Además, menor demanda en Testimonio de Exportación, Libre Tránsito y Libre venta de Prod. de Uso Doméstico.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",905,"Instituto Nacional Central Único Coordinador de Ablación e Implante",55,"Regulación de la Ablación e Implantes",0,"Regulación de la Ablación e Implantes","Indicador",16,"Tasa de Donantes de Órganos",1357,"Caso por Millón de Habitantes","Suma",14,17,0,0,"Sin causa de desvío","",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",905,"Instituto Nacional Central Único Coordinador de Ablación e Implante",55,"Regulación de la Ablación e Implantes",0,"Regulación de la Ablación e Implantes","Meta",826,"Capacitación Profesional Técnica",39,"Curso","Suma",23,16,6,19,"Otras Causas","el desvio positivo se debe por un lado a una mayor demanda de cursos acordes a la tematica particular del organismo, y por el otro, a las facilidades que otorga el sistema de videoconferencia, lo que conlleva a una mayor cantidad y participación de asistentes. La Ley Nº 27.447 de Trasplante de Órganos, Tejidos y Células, en su art. 57, establece que una de las funciones del INCUCAI es la de promover la capacitación continua en materia de donación y trasplante de órganos, tejidos y células.",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",905,"Instituto Nacional Central Único Coordinador de Ablación e Implante",55,"Regulación de la Ablación e Implantes",0,"Regulación de la Ablación e Implantes","Meta",826,"Capacitación Profesional Técnica",89,"Persona Capacitada","Suma",200,475,1.079,1.582,"Otras Causas","ifsdfjposeg",28 ene 20
2019,4,3,"SERVICIOS SOCIALES",1,"Salud",85,"Ministerio de Salud y Desarrollo Social",0,"Ministerio de Salud y Desarrollo Social",905,"Instituto Nacional Central Único Coordinador de Ablación e Implante",55,"Regulación de la Ablación e Implantes",0,"Regulación de la Ablación e Implantes","Meta",1676,"Administración del Registro de Donantes de Células Progenitoras Hematopoyéticas",810,"Donante Registrado","Suma",80.000,120.000,4.000,4.000,"Otras Causas","El desvío se debe a que no se cuenta con crédito presupuestario suficiente para cubrir el monto solicitado por OPS, a efectos de realizar una contratación para la realización de las tipificaciones de muestras de los donantes, que permitirá registrar a los mismos. Se ha solicitado por diferentes vías un incremento presupuestario para hacer frente a este gasto. Una vez resuelto este tema, se firmará la respectiva adenda con la mencionada OPS, para el envío de las muestras para su analisis. Cabe destacar que el credito otorgado a este SAF para el presente ejercicio fue un 40% inferior al credito necesario oportunamente solicitado.",28 ene 20
